area;ciudad;conglomerado;panelm;vivienda;hogar;vi01;vi02;vi03a;vi03b;vi04a;vi04b;vi05a;vi05b;vi06;vi07;vi07a;vi07b;vi08;vi09;vi09a;vi09b;vi10;vi101;vi102;vi10a;vi11;vi12;vi13;vi14;vi141;vi142;vi143;vi144;vi1511;vi1521;vi1512;vi1522;vi1531;vi1541;vi1532;vi1542;vi1533;vi1543;vi1534;vi1544;vi1535;vi1545;vi1536;vi1546;estrato;fexp;upm;id_vivienda;id_hogar;periodo
1;110250;000302;063;05;1;1;2;1;1;1;1;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;3;200; ; ; ;1;1;2; ;2; ;2; ;2; ;1;50;2; ;2; ;1112;104,565625170862;110250000302;11025000030206305;110250000302063051;202602
1;110250;000302;063;06;1;1;2;1;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;160;2;2;2;2; ;1;1;2; ;2; ;2; ;1;14;2; ;2; ;1112;104,565625170862;110250000302;11025000030206306;110250000302063061;202602
1;110250;000302;063;07;1;1;2;1;2;2;2;1;1;2;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;80;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1112;104,565625170862;110250000302;11025000030206307;110250000302063071;202602
1;110250;001003;055;01;1;1;2;6;2;2;1;1;1;2;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;70;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1112;296,010302705383;110250001003;11025000100305501;110250001003055011;202602
1;110250;001003;055;02;1;1;2;1;2;4;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;100;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1112;296,010302705383;110250001003;11025000100305502;110250001003055021;202602
1;110250;001003;055;03;1;1;1;1;1;2;1;1;1;4;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;150; ; ; ;1;1;2; ;2; ;2; ;2; ;1;40;2; ;2; ;1112;296,010302705383;110250001003;11025000100305503;110250001003055031;202602
1;110250;001003;055;04;1;1;1;2;3;4;3;3;3;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1112;296,010302705383;110250001003;11025000100305504;110250001003055041;202602
1;110250;001003;055;05;1;1;2;1;2;4;2;1;1;3;1;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;1;1;2; ;2; ;2; ;2; ;1;40;2; ;2; ;1112;296,010302705383;110250001003;11025000100305505;110250001003055051;202602
1;110250;001003;055;07;1;1;2;1;1;2;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;140;1;1;2;1;1;2; ;2; ;2; ;1;0;2; ;2; ;2; ;1112;296,010302705383;110250001003;11025000100305507;110250001003055071;202602
1;110250;001003;055;08;1;1;1;1;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;280;1;1;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1112;296,010302705383;110250001003;11025000100305508;110250001003055081;202602
1;110250;001404;063;01;1;1;1;1;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;120; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1111;116,405678781126;110250001404;11025000140406301;110250001404063011;202602
1;110250;001404;063;02;1;1;1;1;1;4;2;1;1;8;5;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1111;116,405678781126;110250001404;11025000140406302;110250001404063021;202602
1;110250;001404;063;04;1;1;3;1;1;4;2;1;1;2;1;0;1;1;1; ; ;1; ; ;1;2;1;2;1;70;2;2;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1111;116,405678781126;110250001404;11025000140406304;110250001404063041;202602
1;110250;001404;063;05;1;1;2;1;1;1;1;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;120;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1111;116,405678781126;110250001404;11025000140406305;110250001404063051;202602
1;110250;001404;063;06;1;1;3;2;2;2;2;1;1;1;0;0;2;1;1; ; ;1; ; ;2;2;1;2;1;45;1;1;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1111;116,405678781126;110250001404;11025000140406306;110250001404063061;202602
1;110250;001404;063;07;1;1;1;3;1;2;1;1;1;7;5;0;1;1;1; ; ;1; ; ;1;1;1;2;4;500; ; ; ;1;1;2; ;2; ;2; ;1;40;2; ;2; ;2; ;1111;116,405678781126;110250001404;11025000140406307;110250001404063071;202602
1;110250;001404;063;08;1;1;1;2;2;4;1;3;1;4;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1111;116,405678781126;110250001404;11025000140406308;110250001404063081;202602
1;110250;002006;081;01;1;1;4;2;2;5;2;1;1;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;4;80; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1112;244,503856837778;110250002006;11025000200608101;110250002006081011;202602
1;110250;002006;081;02;1;1;2;1;2;2;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1112;244,503856837778;110250002006;11025000200608102;110250002006081021;202602
1;110250;002006;081;03;1;1;1;3;1;2;1;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;3;180; ; ; ;1;1;2; ;2; ;2; ;2; ;1;70;2; ;2; ;1112;244,503856837778;110250002006;11025000200608103;110250002006081031;202602
1;110250;002006;081;04;1;1;1;2;3;2;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;50; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1112;244,503856837778;110250002006;11025000200608104;110250002006081041;202602
1;110250;002006;081;06;1;1;1;1;2;2;1;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;150; ; ; ;1;1;2; ;2; ;2; ;2; ;1;20;2; ;2; ;1112;244,503856837778;110250002006;11025000200608106;110250002006081061;202602
1;110250;002006;081;09;1;1;1;2;2;2;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;160;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1112;244,503856837778;110250002006;11025000200608109;110250002006081091;202602
1;110350;000405;081;02;1;1;1;3;3;4;3;3;3;4;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;50;2;2;1;1;1;2; ;2; ;2; ;2; ;1;20;2; ;2; ;1111;214,673572143016;110350000405;11035000040508102;110350000405081021;202602
1;110350;000405;081;04;1;3;2;3;1;4;1;1;1;1;1;0;1;1;1; ; ;1; ; ;1;1;1;2;1;70;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1111;214,673572143016;110350000405;11035000040508104;110350000405081041;202602
1;110350;000405;081;05;1;1;1;4;3;4;3;1;3;2;2;0;1;1;1; ; ;1; ; ;2;1;1;2;1;20;2;2;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1111;214,673572143016;110350000405;11035000040508105;110350000405081051;202602
1;110350;000405;081;06;1;1;3;4;1;4;2;3;1;3;2;0;1;1;1; ; ;1; ; ;2;2;1;2;4;250; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1111;214,673572143016;110350000405;11035000040508106;110350000405081061;202602
1;110350;000405;081;07;1;1;2;1;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;120; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1111;214,673572143016;110350000405;11035000040508107;110350000405081071;202602
1;110350;000405;081;10;1;3;2;3;2;4;2;1;2;1;1;0;1;1;1; ; ;1; ; ;1;1;1;2;1;80;1;1;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1111;214,673572143016;110350000405;11035000040508110;110350000405081101;202602
1;110350;002706;063;01;1;1;1;1;1;2;3;1;3;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1111;437,575757086712;110350002706;11035000270606301;110350002706063011;202602
1;110350;002706;063;03;1;1;2;1;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;160;2;2;2;1;1;2; ;2; ;2; ;2; ;1;60;2; ;2; ;1111;437,575757086712;110350002706;11035000270606303;110350002706063031;202602
1;110350;002706;063;04;1;3;4;3;2;5;1;1;2;2;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;150;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1111;437,575757086712;110350002706;11035000270606304;110350002706063041;202602
1;110350;002706;063;05;1;1;1;1;1;2;2;1;1;4;3;1;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;1;2; ;2; ;2; ;2; ;1;80;2; ;2; ;1111;437,575757086712;110350002706;11035000270606305;110350002706063051;202602
1;110350;002706;063;06;1;1;3;3;2;4;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;2;1;2;4;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1111;437,575757086712;110350002706;11035000270606306;110350002706063061;202602
1;110350;002706;063;07;1;1;1;1;1;2;1;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;120; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1111;437,575757086712;110350002706;11035000270606307;110350002706063071;202602
1;110350;002706;063;10;1;1;2;1;3;1;3;1;2;2;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;300; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1111;437,575757086712;110350002706;11035000270606310;110350002706063101;202602
1;110350;003003;075;01;1;1;3;4;3;4;3;3;3;2;2;0;1;1;1; ; ;1; ; ;1;2;1;2;1;60;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1112;446,713126103761;110350003003;11035000300307501;110350003003075011;202602
1;110350;003003;075;02;1;1;2;1;1;2;2;1;2;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;1;1;2; ;2; ;2; ;1;50;2; ;2; ;2; ;1112;446,713126103761;110350003003;11035000300307502;110350003003075021;202602
1;110350;003003;075;03;1;3;2;3;2;4;2;1;2;1;1;0;1;1;1; ; ;1; ; ;1;1;1;2;1;80;1;1;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1112;446,713126103761;110350003003;11035000300307503;110350003003075031;202602
1;110350;003003;075;05;1;3;1;3;1;4;1;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1112;446,713126103761;110350003003;11035000300307505;110350003003075051;202602
1;110350;003003;075;06;1;1;1;1;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;1;1;2; ;2; ;2; ;1;60;2; ;2; ;2; ;1112;446,713126103761;110350003003;11035000300307506;110350003003075061;202602
1;110350;003003;075;07;1;3;2;1;1;2;2;1;2;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;150;1;1;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1112;446,713126103761;110350003003;11035000300307507;110350003003075071;202602
1;110350;003003;075;08;1;1;2;4;2;4;2;3;3;4;3;1;1;1;1; ; ;1; ; ;1;1;1;2;1;80;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1112;446,713126103761;110350003003;11035000300307508;110350003003075081;202602
2;110353;000202;075;01;1;1;2;1;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1123;257,126940916801;110353000202;11035300020207501;110353000202075011;202602
2;110353;000202;075;02;1;3;1;3;2;2;1;1;1;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;4;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1123;257,126940916801;110353000202;11035300020207502;110353000202075021;202602
2;110353;000202;075;03;1;3;2;1;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;80;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1123;257,126940916801;110353000202;11035300020207503;110353000202075031;202602
2;110353;000202;075;04;1;1;1;3;2;4;2;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;120; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1123;257,126940916801;110353000202;11035300020207504;110353000202075041;202602
2;110353;000202;075;05;1;3;1;3;1;2;1;3;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1123;257,126940916801;110353000202;11035300020207505;110353000202075051;202602
2;110353;000202;075;06;1;3;1;4;2;4;2;3;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1123;257,126940916801;110353000202;11035300020207506;110353000202075061;202602
2;110353;000202;075;07;1;3;4;4;2;4;2;3;2;1;1;0;1;1;1; ; ;1; ; ;1;1;1;2;4;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1123;257,126940916801;110353000202;11035300020207507;110353000202075071;202602
2;110550;900203;055;01;1;3;1;4;2;5;2;1;2;2;2;0;1;1;1; ; ;1; ; ;1;1;1;4;5;50; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1122;133,363990809709;110550900203;11055090020305501;110550900203055011;202602
2;110550;900203;055;03;1;1;4;3;2;5;2;1;2;1;1;0;1;1;1; ; ;1; ; ;1;1;1;2;4;60; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1122;133,363990809709;110550900203;11055090020305503;110550900203055031;202602
2;110550;900203;055;04;1;3;1;3;2;4;2;1;2;3;2;0;1;1;2; ; ;1; ; ;1;1;1;2;4;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1122;133,363990809709;110550900203;11055090020305504;110550900203055041;202602
2;110550;900203;055;05;1;3;1;3;1;4;1;1;1;4;4;0;1;1;2; ; ;1; ; ;1;1;1;2;4;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1122;133,363990809709;110550900203;11055090020305505;110550900203055051;202602
2;110550;900203;055;06;1;1;1;2;2;5;2;1;2;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;4;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1122;133,363990809709;110550900203;11055090020305506;110550900203055061;202602
2;110550;900203;055;07;1;3;1;2;2;5;2;1;2;1;0;0;2;1;2; ; ;1; ; ;1;1;1;4;5;60; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1122;133,363990809709;110550900203;11055090020305507;110550900203055071;202602
2;110550;900203;055;09;1;3;1;2;2;4;2;1;2;1;0;0;1;1;1; ; ;1; ; ;1;1;1;2;4;50; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1122;133,363990809709;110550900203;11055090020305509;110550900203055091;202602
2;110654;900401;075;01;1;4;1;4;2;7;3;3;2;3;3;0;1;1;2; ; ;1; ; ;1;1;1;4;4;30; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1122;503,285054641823;110654900401;11065490040107501;110654900401075011;202602
2;110654;900401;075;02;1;1;5;2;2;5;2;4;2;3;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;40; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1122;503,285054641823;110654900401;11065490040107502;110654900401075021;202602
2;110654;900401;075;03;1;3;1;1;2;2;2;1;2;7;4;0;1;1;2; ; ;1; ; ;1;1;1;2;5;150; ; ; ;1;1;1;1;2; ;2; ;2; ;1;100;2; ;2; ;1122;503,285054641823;110654900401;11065490040107503;110654900401075031;202602
2;110654;900401;075;04;1;4;4;4;2;4;2;1;2;2;2;0;1;1;2; ; ;1; ; ;2;3;1;2;4;20; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1122;503,285054641823;110654900401;11065490040107504;110654900401075041;202602
2;110654;900401;075;05;1;3;1;1;2;4;2;1;2;5;4;0;1;2;2; ; ;1; ; ;1;1;1;4;4;50; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1122;503,285054641823;110654900401;11065490040107505;110654900401075051;202602
2;110654;900401;075;06;1;3;1;4;2;7;3;3;2;2;2;0;1;1;2; ; ;1; ; ;2;1;1;2;4;50; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1122;503,285054641823;110654900401;11065490040107506;110654900401075061;202602
2;110654;900401;075;08;1;1;1;2;3;4;2;1;1;3;2;0;1;1;1; ; ;1; ; ;2;3;1;2;5;50; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1122;503,285054641823;110654900401;11065490040107508;110654900401075081;202602
1;110850;000602;075;01;1;1;1;1;2;4;2;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;150; ; ; ;1;1;2; ;2; ;2; ;2; ;1;60;2; ;2; ;1111;173,325845862783;110850000602;11085000060207501;110850000602075011;202602
1;110850;000602;075;02;1;1;1;4;2;4;2;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;80; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1111;173,325845862783;110850000602;11085000060207502;110850000602075021;202602
1;110850;000602;075;03;1;1;1;3;2;4;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;150;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1111;173,325845862783;110850000602;11085000060207503;110850000602075031;202602
1;110850;000602;075;04;1;1;1;2;2;2;1;1;1;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;4;120; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1111;173,325845862783;110850000602;11085000060207504;110850000602075041;202602
1;110850;000602;075;06;1;1;1;3;3;4;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;1;1;2; ;2; ;2; ;2; ;1;30;2; ;2; ;1111;173,325845862783;110850000602;11085000060207506;110850000602075061;202602
1;110850;000602;075;07;1;1;2;1;2;4;2;1;2;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;1;100;1;1;1;2; ;1;1;2; ;2; ;2; ;1;12;2; ;2; ;1111;173,325845862783;110850000602;11085000060207507;110850000602075071;202602
1;110850;000602;075;08;1;1;3;2;2;4;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;2;1;2;4;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1111;173,325845862783;110850000602;11085000060207508;110850000602075081;202602
1;110850;001205;055;01;1;1;1;2;2;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;80; ; ; ;2; ;1;1;2; ;2; ;2; ;1;10;2; ;2; ;1111;60,969644121122;110850001205;11085000120505501;110850001205055011;202602
1;110850;001205;055;02;1;1;1;2;1;4;2;3;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;120; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1111;60,969644121122;110850001205;11085000120505502;110850001205055021;202602
1;110850;001205;055;03;1;1;4;3;2;7;3;1;2;2;2;0;2;1;3; ; ;1; ; ;2;2;1;2;4;50; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1111;60,969644121122;110850001205;11085000120505503;110850001205055031;202602
1;110850;001205;055;04;1;1;1;2;2;4;2;1;2;2;1;0;1;1;2; ; ;1; ; ;1;1;1;2;4;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1111;60,969644121122;110850001205;11085000120505504;110850001205055041;202602
1;110850;001205;055;05;1;3;3;3;2;7;3;1;2;1;0;0;2;1;1; ; ;1; ; ;2;2;1;2;4;30; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1111;60,969644121122;110850001205;11085000120505505;110850001205055051;202602
1;110850;001205;055;06;1;1;1;3;3;7;3;3;3;1;1;0;1;1;1; ; ;1; ; ;1;1;1;2;1;120;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1111;60,969644121122;110850001205;11085000120505506;110850001205055061;202602
1;110850;001205;055;07;1;1;1;2;2;4;2;3;2;2;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;80; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1111;60,969644121122;110850001205;11085000120505507;110850001205055071;202602
2;110950;900102;063;01;1;3;1;4;3;7;3;3;3;2;2;0;1;1;2; ; ;1; ; ;1;1;1;2;4;50; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1122;336,852959597738;110950900102;11095090010206301;110950900102063011;202602
2;110950;900102;063;02;1;3;1;3;2;4;2;1;2;3;2;0;1;1;2; ; ;1; ; ;2;1;1;2;4;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1122;336,852959597738;110950900102;11095090010206302;110950900102063021;202602
2;110950;900102;063;03;1;3;1;2;1;4;1;1;1;3;2;0;1;1;2; ; ;1; ; ;1;1;1;2;4;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1122;336,852959597738;110950900102;11095090010206303;110950900102063031;202602
2;110950;900102;063;04;1;3;1;4;2;7;3;1;2;3;2;0;1;1;2; ; ;1; ; ;2;1;1;4;4;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1122;336,852959597738;110950900102;11095090010206304;110950900102063041;202602
2;110950;900102;063;05;1;3;1;2;2;2;1;1;2;3;2;0;1;1;2; ; ;1; ; ;1;1;1;2;4;40; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1122;336,852959597738;110950900102;11095090010206305;110950900102063051;202602
2;110950;900102;063;06;1;3;1;2;2;2;2;1;2;3;2;0;1;1;2; ; ;1; ; ;1;1;1;2;4;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1122;336,852959597738;110950900102;11095090010206306;110950900102063061;202602
2;110950;900102;063;07;1;3;1;3;2;4;2;1;2;2;1;0;1;1;2; ; ;1; ; ;1;1;1;4;4;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1122;336,852959597738;110950900102;11095090010206307;110950900102063071;202602
2;110950;901401;063;01;1;1;1;4;2;4;2;3;2;3;2;0;1;1;1; ; ;1; ; ;2;1;1;2;4;50; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1121;423,883785966004;110950901401;11095090140106301;110950901401063011;202602
2;110950;901401;063;02;1;1;1;4;1;1;2;3;2;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;120; ; ; ;1;2;2; ;2; ;2; ;1;40;2; ;2; ;2; ;1121;423,883785966004;110950901401;11095090140106302;110950901401063021;202602
2;110950;901401;063;03;1;4;1;3;1;5;2;3;3;3;3;0;1;1;2; ; ;3;2;2;2;1;2;4;4;80; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1121;423,883785966004;110950901401;11095090140106303;110950901401063031;202602
2;110950;901401;063;04;1;3;1;2;1;2;2;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1121;423,883785966004;110950901401;11095090140106304;110950901401063041;202602
2;110950;901401;063;05;1;3;1;4;2;5;2;3;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;4;4;80; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1121;423,883785966004;110950901401;11095090140106305;110950901401063051;202602
2;110950;901401;063;07;1;1;1;4;2;4;2;1;2;1;1;0;1;1;3; ; ;1; ; ;2;3;1;4;5;70; ; ; ;2; ;1;1;2; ;2; ;2; ;1;20;2; ;2; ;1121;423,883785966004;110950901401;11095090140106307;110950901401063071;202602
2;110952;900502;055;01;1;3;1;3;2;4;2;3;2;2;1;0;1;1;2; ; ;1; ; ;2;1;1;2;4;30; ; ; ;2; ;1;1;2; ;2; ;2; ;1;20;2; ;2; ;1121;211,219321304813;110952900502;11095290050205501;110952900502055011;202602
2;110952;900502;055;02;1;3;1;3;2;7;3;3;3;2;1;0;1;1;2; ; ;1; ; ;1;1;1;4;4;50; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1121;211,219321304813;110952900502;11095290050205502;110952900502055021;202602
2;110952;900502;055;03;1;3;1;3;3;7;3;3;3;2;2;0;1;1;2; ; ;1; ; ;2;1;1;4;5;50; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1121;211,219321304813;110952900502;11095290050205503;110952900502055031;202602
2;110952;900502;055;04;1;3;1;4;3;7;3;3;3;1;0;0;1;1;2; ; ;1; ; ;1;1;1;4;4;50; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1121;211,219321304813;110952900502;11095290050205504;110952900502055041;202602
2;110952;900502;055;05;1;3;1;4;2;4;2;3;2;2;2;0;1;2;2; ; ;3;2;2;2;1;1;4;4;40; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1121;211,219321304813;110952900502;11095290050205505;110952900502055051;202602
2;110952;900502;055;06;1;3;1;4;3;7;3;3;3;1;1;0;1;2;2; ; ;1; ; ;2;1;3;4;4;50; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1121;211,219321304813;110952900502;11095290050205506;110952900502055061;202602
2;110952;900502;055;07;1;3;1;4;2;7;3;3;2;3;2;0;1;1;2; ; ;1; ; ;2;1;1;4;4;70; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1121;211,219321304813;110952900502;11095290050205507;110952900502055071;202602
2;111051;000201;063;01;1;3;1;3;2;4;2;3;2;5;4;0;1;1;2; ; ;1; ; ;1;1;1;2;5;50; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1123;493,017724183176;111051000201;11105100020106301;111051000201063011;202602
2;111051;000201;063;02;1;4;1;2;1;2;1;1;1;5;4;0;1;1;2; ; ;1; ; ;1;1;1;2;4;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1123;493,017724183176;111051000201;11105100020106302;111051000201063021;202602
2;111051;000201;063;03;1;3;1;3;2;4;2;1;2;5;4;0;1;1;2; ; ;1; ; ;1;1;1;2;4;100; ; ; ;2; ;1;1;2; ;2; ;2; ;1;10;2; ;2; ;1123;493,017724183176;111051000201;11105100020106303;111051000201063031;202602
2;111051;000201;063;04;1;1;1;1;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;100; ; ; ;1;1;2; ;2; ;2; ;2; ;1;40;2; ;2; ;1123;493,017724183176;111051000201;11105100020106304;111051000201063041;202602
