area;ciudad;conglomerado;panelm;vivienda;hogar;vi01;vi02;vi03a;vi03b;vi04a;vi04b;vi05a;vi05b;vi06;vi07;vi07a;vi07b;vi08;vi09;vi09a;vi09b;vi10;vi101;vi102;vi10a;vi11;vi12;vi13;vi14;vi141;vi142;vi143;vi144;vi1511;vi1521;vi1512;vi1522;vi1531;vi1541;vi1532;vi1542;vi1533;vi1543;vi1534;vi1544;vi1535;vi1545;vi1536;vi1546;estrato;fexp;upm;id_vivienda;id_hogar;periodo
1;010150;001601;063;01;1;3;2;1;2;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;108,768769522905;010150001601;01015000160106301;010150001601063011;202602
1;010150;001601;063;02;1;3;1;4;3;5;2;3;2;3;3;0;1;1;5;2; ;1; ; ;2;3;1;2;5;80; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;108,768769522905;010150001601;01015000160106302;010150001601063021;202602
1;010150;001601;063;03;1;3;1;2;1;1;2;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;1;2; ;2; ;2; ;2; ;1;60;2; ;2; ;2713;108,768769522905;010150001601;01015000160106303;010150001601063031;202602
1;010150;001601;063;04;1;1;1;4;2;5;2;3;2;3;2;0;1;1;1; ; ;1; ; ;1;2;1;2;4;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;108,768769522905;010150001601;01015000160106304;010150001601063041;202602
1;010150;001601;063;05;1;3;1;2;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;120; ; ; ;1;1;2; ;2; ;2; ;2; ;1;25;2; ;2; ;2713;108,768769522905;010150001601;01015000160106305;010150001601063051;202602
1;010150;001601;063;06;1;3;1;3;2;4;2;1;1;2;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;108,768769522905;010150001601;01015000160106306;010150001601063061;202602
1;010150;001601;063;07;1;3;1;2;1;2;1;3;2;7;5;0;1;1;1; ; ;1; ; ;1;1;1;2;4;150; ; ; ;1;2;1;1;2; ;2; ;1;10;1;80;2; ;2; ;2713;108,768769522905;010150001601;01015000160106307;010150001601063071;202602
1;010150;001704;055;01;1;3;2;6;2;1;2;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;180;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;31,7181403565247;010150001704;01015000170405501;010150001704055011;202602
1;010150;001704;055;02;1;1;1;2;2;1;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;500; ; ; ;1;1;2; ;2; ;2; ;2; ;1;50;2; ;2; ;2713;31,7181403565247;010150001704;01015000170405502;010150001704055021;202602
1;010150;001704;055;03;1;3;1;4;2;2;2;3;2;8;7;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;31,7181403565247;010150001704;01015000170405503;010150001704055031;202602
1;010150;001704;055;04;1;3;1;2;2;2;2;1;1;4;3;0;1;1;2; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;2;2; ;2; ;2; ;1;0;1;60;2; ;2; ;2713;31,7181403565247;010150001704;01015000170405504;010150001704055041;202602
1;010150;001704;055;05;1;1;1;3;2;4;2;3;2;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;1;120;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;31,7181403565247;010150001704;01015000170405505;010150001704055051;202602
1;010150;001704;055;06;1;1;2;2;1;1;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;500; ; ; ;1;2;2; ;2; ;2; ;2; ;1;120;2; ;2; ;2713;31,7181403565247;010150001704;01015000170405506;010150001704055061;202602
1;010150;001704;055;07;1;3;1;2;3;2;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;1;3;2; ;2; ;2; ;2; ;1;100;2; ;2; ;2713;31,7181403565247;010150001704;01015000170405507;010150001704055071;202602
1;010150;002502;081;02;1;1;1;3;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;350; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;78,8470631887792;010150002502;01015000250208102;010150002502081021;202602
1;010150;002502;081;03;1;1;2;2;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;78,8470631887792;010150002502;01015000250208103;010150002502081031;202602
1;010150;002502;081;04;1;1;2;1;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;2;2;2;1;1;2; ;2; ;2; ;2; ;1;40;2; ;2; ;2712;78,8470631887792;010150002502;01015000250208104;010150002502081041;202602
1;010150;002502;081;05;1;1;2;2;1;4;1;1;1;2;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;78,8470631887792;010150002502;01015000250208105;010150002502081051;202602
1;010150;002502;081;07;1;1;1;2;1;2;1;1;1;8;7;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;1;2; ;2; ;2; ;2; ;1;30;2; ;2; ;2712;78,8470631887792;010150002502;01015000250208107;010150002502081071;202602
1;010150;002502;081;08;1;1;2;3;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;78,8470631887792;010150002502;01015000250208108;010150002502081081;202602
1;010150;002502;081;09;1;1;1;2;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;350;2;2;2;1;1;2; ;2; ;2; ;2; ;1;40;2; ;2; ;2712;78,8470631887792;010150002502;01015000250208109;010150002502081091;202602
1;010150;003204;055;01;1;1;1;2;1;1;2;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;1;180;2;2;2;2; ;1;1;2; ;2; ;2; ;1;30;2; ;2; ;2711;80,1274925287806;010150003204;01015000320405501;010150003204055011;202602
1;010150;003204;055;02;1;1;2;6;2;1;1;1;1;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;4;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2711;80,1274925287806;010150003204;01015000320405502;010150003204055021;202602
1;010150;003204;055;03;1;1;2;1;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;230;1;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2711;80,1274925287806;010150003204;01015000320405503;010150003204055031;202602
1;010150;003204;055;04;1;1;2;1;1;2;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;1;260;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2711;80,1274925287806;010150003204;01015000320405504;010150003204055041;202602
1;010150;003204;055;05;1;1;1;2;3;1;1;1;2;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;1;2; ;2; ;2; ;2; ;1;30;2; ;2; ;2711;80,1274925287806;010150003204;01015000320405505;010150003204055051;202602
1;010150;003204;055;06;1;1;1;2;3;1;3;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;150; ; ; ;1;2;2; ;2; ;2; ;2; ;1;80;2; ;2; ;2711;80,1274925287806;010150003204;01015000320405506;010150003204055061;202602
1;010150;003204;055;07;1;1;1;4;1;2;1;1;1;6;5;0;1;1;1; ; ;1; ; ;1;1;1;2;4;600; ; ; ;1;1;2; ;2; ;2; ;2; ;1;100;2; ;2; ;2711;80,1274925287806;010150003204;01015000320405507;010150003204055071;202602
1;010150;005001;055;01;1;1;2;1;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;1;1;2; ;2; ;2; ;2; ;1;40;2; ;2; ;2711;76,1431047637381;010150005001;01015000500105501;010150005001055011;202602
1;010150;005001;055;02;1;1;1;2;1;1;1;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;1;2; ;1;50;2; ;2; ;2; ;2; ;2; ;2711;76,1431047637381;010150005001;01015000500105502;010150005001055021;202602
1;010150;005001;055;03;1;1;1;2;1;4;1;1;1;2;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2711;76,1431047637381;010150005001;01015000500105503;010150005001055031;202602
1;010150;005001;055;04;1;1;1;2;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2711;76,1431047637381;010150005001;01015000500105504;010150005001055041;202602
1;010150;005001;055;05;1;1;1;2;1;1;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2711;76,1431047637381;010150005001;01015000500105505;010150005001055051;202602
1;010150;005001;055;06;1;1;1;2;1;2;1;1;1;7;5;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;1;2; ;2; ;2; ;2; ;1;40;2; ;2; ;2711;76,1431047637381;010150005001;01015000500105506;010150005001055061;202602
1;010150;005001;055;07;1;1;2;1;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2711;76,1431047637381;010150005001;01015000500105507;010150005001055071;202602
1;010150;005702;063;01;1;1;2;6;2;1;2;1;1;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;1;170;1;1;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;263,618003600727;010150005702;01015000570206301;010150005702063011;202602
1;010150;005702;063;02;1;1;2;6;2;2;2;1;2;2;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;250;2;2;2;1;1;2; ;2; ;2; ;2; ;1;60;2; ;2; ;2712;263,618003600727;010150005702;01015000570206302;010150005702063021;202602
1;010150;005702;063;03;1;1;2;1;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;2;2;2;1;1;2; ;2; ;2; ;2; ;1;40;2; ;2; ;2712;263,618003600727;010150005702;01015000570206303;010150005702063031;202602
1;010150;005702;063;04;1;1;2;2;2;1;2;1;2;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;1;1;2; ;2; ;2; ;2; ;1;30;2; ;2; ;2712;263,618003600727;010150005702;01015000570206304;010150005702063041;202602
1;010150;005702;063;05;1;1;1;2;2;2;2;1;2;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;1;300;2;2;1;2; ;1;1;2; ;2; ;2; ;1;10;2; ;2; ;2712;263,618003600727;010150005702;01015000570206305;010150005702063051;202602
1;010150;005702;063;06;1;1;2;6;2;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;1;2; ;2; ;2; ;2; ;1;40;2; ;2; ;2712;263,618003600727;010150005702;01015000570206306;010150005702063061;202602
1;010150;005702;063;07;1;1;2;6;2;1;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;180;2;2;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;263,618003600727;010150005702;01015000570206307;010150005702063071;202602
1;010150;006003;055;01;1;1;1;2;1;2;1;1;1;7;5;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;1;2; ;2; ;2; ;2; ;1;35;2; ;2; ;2712;36,2079004283632;010150006003;01015000600305501;010150006003055011;202602
1;010150;006003;055;02;1;1;1;2;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;1;1;2; ;2; ;2; ;2; ;1;30;2; ;2; ;2712;36,2079004283632;010150006003;01015000600305502;010150006003055021;202602
1;010150;006003;055;03;1;1;1;2;2;1;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;36,2079004283632;010150006003;01015000600305503;010150006003055031;202602
1;010150;006003;055;04;1;1;2;4;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;36,2079004283632;010150006003;01015000600305504;010150006003055041;202602
1;010150;006003;055;06;1;1;1;2;1;2;2;1;1;4;3;0;1;1;2; ; ;1; ; ;1;1;1;2;1;200;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;36,2079004283632;010150006003;01015000600305506;010150006003055061;202602
1;010150;006003;055;07;1;1;1;2;1;3;1;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;1;2; ;2; ;2; ;2; ;1;50;2; ;2; ;2712;36,2079004283632;010150006003;01015000600305507;010150006003055071;202602
1;010150;006003;055;08;1;1;1;1;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;36,2079004283632;010150006003;01015000600305508;010150006003055081;202602
1;010150;007102;081;02;1;1;1;2;2;2;2;1;1;6;5;0;1;1;1; ; ;1; ; ;1;1;1;2;1;350;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2711;19,7470413001984;010150007102;01015000710208102;010150007102081021;202602
1;010150;007102;081;03;1;1;1;4;2;1;2;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;2;2; ;2; ;2; ;2; ;1;140;2; ;2; ;2711;19,7470413001984;010150007102;01015000710208103;010150007102081031;202602
1;010150;007102;081;04;1;1;1;4;2;1;2;1;2;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;400; ; ; ;1;2;2; ;2; ;2; ;2; ;1;200;2; ;2; ;2711;19,7470413001984;010150007102;01015000710208104;010150007102081041;202602
1;010150;007102;081;05;1;1;2;1;2;2;2;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;2;2; ;2; ;2; ;2; ;1;30;2; ;2; ;2711;19,7470413001984;010150007102;01015000710208105;010150007102081051;202602
1;010150;007102;081;06;1;1;1;2;2;2;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;400; ; ; ;1;3;2; ;2; ;2; ;2; ;1;170;2; ;2; ;2711;19,7470413001984;010150007102;01015000710208106;010150007102081061;202602
1;010150;007102;081;08;1;1;1;4;2;2;2;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;400; ; ; ;1;3;2; ;1;180;2; ;2; ;2; ;2; ;2; ;2711;19,7470413001984;010150007102;01015000710208108;010150007102081081;202602
1;010150;007102;081;10;1;1;1;2;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;1;2; ;2; ;2; ;2; ;1;80;2; ;2; ;2711;19,7470413001984;010150007102;01015000710208110;010150007102081101;202602
1;010150;009702;081;02;1;1;2;3;2;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;2;2;2;1;1;2; ;2; ;2; ;2; ;1;60;2; ;2; ;2713;76,1764076149738;010150009702;01015000970208102;010150009702081021;202602
1;010150;009702;081;04;1;3;2;1;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;3;200; ; ; ;1;1;1;1;2; ;2; ;2; ;1;45;2; ;2; ;2713;76,1764076149738;010150009702;01015000970208104;010150009702081041;202602
1;010150;009702;081;05;1;1;1;2;1;2;1;1;1;6;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;400; ; ; ;1;1;2; ;2; ;2; ;2; ;1;30;2; ;2; ;2713;76,1764076149738;010150009702;01015000970208105;010150009702081051;202602
1;010150;009702;081;06;1;1;2;1;1;2;1;1;1;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;1;90;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;76,1764076149738;010150009702;01015000970208106;010150009702081061;202602
1;010150;009702;081;07;1;1;1;4;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;300;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;76,1764076149738;010150009702;01015000970208107;010150009702081071;202602
1;010150;009702;081;08;1;3;1;4;1;1;1;1;2;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;1;1;1;1;2; ;2; ;2; ;1;65;2; ;2; ;2713;76,1764076149738;010150009702;01015000970208108;010150009702081081;202602
1;010150;009702;081;09;1;1;2;3;2;1;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;76,1764076149738;010150009702;01015000970208109;010150009702081091;202602
1;010150;010501;063;01;1;1;1;4;3;1;2;1;2;6;5;0;1;1;1; ; ;1; ; ;1;1;1;2;4;350; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;26,7436617796269;010150010501;01015001050106301;010150010501063011;202602
1;010150;010501;063;02;1;1;2;6;2;1;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;216;1;1;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;26,7436617796269;010150010501;01015001050106302;010150010501063021;202602
1;010150;010501;063;03;1;1;2;6;2;1;3;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;220;2;2;2;2; ;1;1;2; ;2; ;2; ;1;40;2; ;2; ;2713;26,7436617796269;010150010501;01015001050106303;010150010501063031;202602
1;010150;010501;063;04;1;1;2;2;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;270;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;26,7436617796269;010150010501;01015001050106304;010150010501063041;202602
1;010150;010501;063;06;1;1;2;1;1;1;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;250;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;26,7436617796269;010150010501;01015001050106306;010150010501063061;202602
1;010150;010501;063;07;1;1;2;3;1;1;1;1;1;2;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;160;1;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;26,7436617796269;010150010501;01015001050106307;010150010501063071;202602
1;010150;010501;063;09;1;1;2;1;1;1;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;205;1;2;2;1;1;2; ;2; ;2; ;2; ;1;40;2; ;2; ;2713;26,7436617796269;010150010501;01015001050106309;010150010501063091;202602
1;010150;011003;075;01;1;1;1;2;1;1;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;1;2; ;2; ;2; ;2; ;1;40;2; ;2; ;2713;112,782692410919;010150011003;01015001100307501;010150011003075011;202602
1;010150;011003;075;02;1;1;2;6;1;1;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;1;1;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;112,782692410919;010150011003;01015001100307502;010150011003075021;202602
1;010150;011003;075;03;1;1;2;1;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;250; ; ; ;1;1;2; ;2; ;2; ;2; ;1;30;2; ;2; ;2713;112,782692410919;010150011003;01015001100307503;010150011003075031;202602
1;010150;011003;075;04;1;1;1;2;1;2;1;1;1;2;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;112,782692410919;010150011003;01015001100307504;010150011003075041;202602
1;010150;011003;075;05;1;1;1;2;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;112,782692410919;010150011003;01015001100307505;010150011003075051;202602
1;010150;011003;075;06;1;1;2;2;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;250; ; ; ;1;1;2; ;2; ;2; ;2; ;1;40;2; ;2; ;2713;112,782692410919;010150011003;01015001100307506;010150011003075061;202602
1;010150;011003;075;07;1;1;2;2;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;1;2; ;2; ;2; ;2; ;1;50;2; ;2; ;2713;112,782692410919;010150011003;01015001100307507;010150011003075071;202602
1;010150;012202;075;01;1;1;1;3;2;5;2;3;1;6;5;0;1;1;1; ; ;1; ; ;1;1;1;2;4;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;195,747814058162;010150012202;01015001220207501;010150012202075011;202602
1;010150;012202;075;02;1;1;1;4;1;2;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;195,747814058162;010150012202;01015001220207502;010150012202075021;202602
1;010150;012202;075;04;1;1;1;4;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;1;2; ;2; ;2; ;2; ;1;40;2; ;2; ;2713;195,747814058162;010150012202;01015001220207504;010150012202075041;202602
1;010150;012202;075;05;1;3;2;1;1;2;2;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;195,747814058162;010150012202;01015001220207505;010150012202075051;202602
1;010150;012202;075;09;1;1;1;2;2;1;1;1;1;7;6;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;3;2; ;2; ;2; ;2; ;1;25;2; ;2; ;2713;195,747814058162;010150012202;01015001220207509;010150012202075091;202602
1;010150;012202;075;10;1;3;1;2;2;2;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;1;1;1;2; ;2; ;2; ;1;80;2; ;2; ;2713;195,747814058162;010150012202;01015001220207510;010150012202075101;202602
1;010150;012801;081;01;1;1;2;2;1;2;1;1;1;2;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;150;2;2;2;2; ;1;1;2; ;2; ;2; ;1;20;2; ;2; ;2713;183,586160366198;010150012801;01015001280108101;010150012801081011;202602
1;010150;012801;081;02;1;1;1;1;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;250;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;183,586160366198;010150012801;01015001280108102;010150012801081021;202602
1;010150;012801;081;03;1;1;2;1;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;1;1;2; ;2; ;2; ;2; ;1;50;2; ;2; ;2713;183,586160366198;010150012801;01015001280108103;010150012801081031;202602
1;010150;012801;081;04;1;1;2;1;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;250;2;2;2;1;1;2; ;2; ;2; ;2; ;1;70;2; ;2; ;2713;183,586160366198;010150012801;01015001280108104;010150012801081041;202602
1;010150;012801;081;05;1;1;2;1;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;183,586160366198;010150012801;01015001280108105;010150012801081051;202602
1;010150;012801;081;06;1;1;2;1;1;2;2;1;2;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;1;160;1;1;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;183,586160366198;010150012801;01015001280108106;010150012801081061;202602
1;010150;012801;081;07;1;1;2;1;1;2;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;183,586160366198;010150012801;01015001280108107;010150012801081071;202602
1;010150;012901;055;01;1;3;2;1;2;1;2;1;2;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;169,966830655965;010150012901;01015001290105501;010150012901055011;202602
1;010150;012901;055;02;1;1;2;2;2;2;2;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;180; ; ; ;1;1;2; ;2; ;2; ;2; ;1;40;2; ;2; ;2713;169,966830655965;010150012901;01015001290105502;010150012901055021;202602
1;010150;012901;055;03;1;3;1;2;2;4;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;169,966830655965;010150012901;01015001290105503;010150012901055031;202602
1;010150;012901;055;04;1;4;1;2;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;2;1;2;2;4;400; ; ; ;1;1;2; ;2; ;2; ;2; ;1;100;2; ;2; ;2713;169,966830655965;010150012901;01015001290105504;010150012901055041;202602
1;010150;012901;055;05;1;4;2;2;3;1;2;1;2;2;2;0;1;1;1; ; ;1; ; ;1;2;1;2;5;120; ; ; ;1;1;2; ;2; ;2; ;2; ;1;50;2; ;2; ;2713;169,966830655965;010150012901;01015001290105505;010150012901055051;202602
1;010150;012901;055;06;1;3;1;2;2;4;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;200; ; ; ;2; ;1;2;2; ;2; ;2; ;1;40;2; ;2; ;2713;169,966830655965;010150012901;01015001290105506;010150012901055061;202602
1;010150;012901;055;07;1;3;2;1;2;4;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;2;2;1;200;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;169,966830655965;010150012901;01015001290105507;010150012901055071;202602
1;010150;013502;075;01;1;1;2;1;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;318,145119429435;010150013502;01015001350207501;010150013502075011;202602
1;010150;013502;075;02;1;1;1;2;2;1;1;1;1;7;6;0;1;1;1; ; ;1; ; ;1;1;1;2;1;300;2;2;2;2; ;1;1;1;30;2; ;2; ;2; ;2; ;2; ;2712;318,145119429435;010150013502;01015001350207502;010150013502075021;202602
1;010150;013502;075;03;1;1;2;1;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;230;2;2;2;1;1;2; ;2; ;2; ;2; ;1;50;2; ;2; ;2712;318,145119429435;010150013502;01015001350207503;010150013502075031;202602
1;010150;013502;075;04;1;1;2;1;1;1;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;170;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2712;318,145119429435;010150013502;01015001350207504;010150013502075041;202602
1;010150;013502;075;05;1;1;1;2;2;2;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;250; ; ; ;1;1;2; ;2; ;2; ;2; ;1;50;2; ;2; ;2712;318,145119429435;010150013502;01015001350207505;010150013502075051;202602
